id	targets	type
CCNA2		target
CCNB1		target
CCND1		target
CCNE1		target
CCNH		target
CCNO		target
CCR7		target
CD3EAP		target
CD44		target
CD46 iso4		target
CD5		target
CD6		target
CD93		target
CDC16		target
CDC23		target
CDC25A		target
CDC25B		target
CDC25B iso2		target
CDC25C		target
CDC27		target
CDC34		target
CDC37		target
CDC42 iso1		target
CDC5L		target
CDC6		target
CDC7		target
CDCA5		target
CDCP1		target
CDH1		target
CDH2		target
CDH5		target
CDK1		target
CDK16		target
CDK2		target
CDK4		target
CDK7		target
CDK9		target
CDKN1A		target
CDKN1B		target
CDKN2D		target
CDT1		target
CDX2		target
CEBPB		target
CEBPD		target
CENPA		target
CENPF		target
CEP55		target
CEP76		target
CERS4		target
CERS5		target
CERS6		target
CETN1		target
CETN2		target
CFL1		target
CFTR		target
CHCHD3		target
CHD4		target
CHD7		target
CHEK1		target
CHKA		target
CHKB		target
CHN2		target
CHRNA7		target
CIC		target
CIITA		target
CKAP2		target
CLASP2		target
CLDN3		target
CLIP1		target
CLTC		target
CNKSR1		target
CNN2		target
CNN3		target
COL17A1		target
CORO1C		target
CORO7		target
CREB1		target
CREM		target
CRF-R1 iso2		target
CRMP1		target
CROCC iso2		target
CRTC2		target
CSK		target
CSNK1A1		target
CSNK2A1		target
CSNK2B		target
CTDP1		target
CTNNA1		target
CTNNB1		target
CTPS1		target
CTTN		target
CTTNBP2NL		target
CUEDC2		target
CUL5		target
CUX1		target
CYP17A1		target
CYP19A1		target
CYP3A4		target
DACT1		target
DAP3		target
DAPP1		target
DAXX		target
DBNL		target
DCTN1		target
DCTN6		target
DDB1		target
DDIT3		target
DDR2		target
DDX3X		target
DDX58		target
DES		target
DGKA		target
DHX38		target
DIAPH1		target
DIAPH3		target
DLG1		target
DLG4		target
DLGAP5		target
DLX3		target
DMAP1		target
DMTN		target
DNAJB2		target
DNAJC5		target
DNM1L		target
DNM2		target
DNMT1		target
DPF2		target
DPF3 iso2		target
DPYSL3		target
DSP		target
DTL		target
DTNB		target
DUOX1		target
DUT		target
DVL2		target
DYNLRB1		target
E2F1		target
ECD		target
ECE1 iso3		target
ECT2		target
EEF1D		target
EEF2		target
EEF2K		target
EFHD2		target
EGFR		target
EGLN2		target
EIF2A		target
EIF2S2		target
EIF3J		target
EIF4A3		target
EIF4EBP1		target
EIF4G1		target
EIF5		target
ELAVL1		target
ELF4		target
ELK4		target
ELMO1		target
EMD		target
EML3		target
EPB41 iso2		target
EPB41L3		target
EPN1		target
ERAL1		target
ERBB2		target
ERCC3		target
ERCC6L		target
ERK1 iso3		target
ESPL1		target
ESR1		target
ETV1		target
ETV5		target
EWSR1		target
EXOSC9		target
EYA3		target
EZH2		target
EZR		target
F5		target
FAF1		target
FAM122A		target
FAM160B2		target
FAM168B		target
FANCG		target
FBXO5		target
FCER1G		target
FCRL3		target
FEN1		target
FER		target
FERMT2		target
FGA		target
FGF14		target
FHIT		target
FHOD1		target
FIP1L1		target
FLNA		target
FLOT1		target
FLT4		target
FMR1		target
FOSB		target
FOXC1		target
FOXK2		target
FOXM1		target
FOXM1 iso2		target
FOXO1		target
FRAT1		target
FUBP1		target
FURIN		target
FUS		target
FXN		target
FXYD1		target
FYN		target
FZR1		target
G3BP1		target
G6PD		target
GAB1		target
GAD1		target
GADD45GIP1		target
GAPDH		target
GAPVD1		target
GATA2		target
GATA3		target
GATA4		target
GATAD2A		target
GFAP		target
GFAT iso2		target
GFPT1		target
GGA1		target
GIGYF2		target
GIT1		target
GJA1		target
GLI1		target
GLI3		target
GLRB		target
GMFB		target
GMNN		target
GMPS		target
GNA13		target
GORASP2		target
GPI		target
GPKOW		target
GRB10		target
GRIA1		target
GRIK2		target
GRIN1		target
GRIN2A		target
GRK1		target
GRK2		target
GRK7		target
GSG2		target
GSK3A		target
GSK3B		target
GSN		target
GSTA4		target
GTF2F1		target
GTF2I		target
GTF2I iso2		target
GUCY1B3		target
H3F3B		target
HCLS1		target
HCN4		target
HCRTR1		target
HDAC1		target
HDAC2		target
HDAC3		target
HDAC5		target
HDAC6		target
HDAC8		target
HES6		target
HHEX		target
HIF1A		target
HIPK2		target
HIRA		target
HIST1H1A		target
HIST1H1E		target
HLA-A		target
HLA-B		target
HMGA1		target
HMGA1 iso2		target
HMGCS1		target
HMGN1		target
HMGN5		target
HNF4A		target
HNRNPA1		target
HNRNPC		target
HNRNPD		target
HNRNPH1		target
HNRNPH2		target
HNRNPK		target
HNRNPUL1		target
HOXB7		target
HRAS		target
HRH1		target
HSF1		target
HSP90AA1		target
HSP90AB1		target
HSPA1A		target
HSPB1		target
HSPB6		target
HSPB8		target
ID3		target
IFI16		target
IGF2R		target
IGFBP1		target
IGFBP3		target
IKBKB		target
IKBKG		target
IL16		target
ILF3		target
IMMT		target
IMPDH2		target
INCA1		target
ING1 iso2		target
ING5		target
INO80E		target
IP6K2		target
IQGAP2		target
IREB2		target
IRS2		target
ITGA4		target
ITGB3		target
ITGB3BP		target
ITGB4		target
ITGB7		target
ITPR1		target
JPT2		target
JUN		target
JUP		target
KAT5		target
KAT7		target
KCNA1		target
KCNA3		target
KCNA4		target
KCNB1		target
KCND2		target
KCND3		target
KCNH2		target
KCNJ1		target
KCNJ13		target
KCNJ2		target
KCNJ3		target
KCNJ5		target
KCNK3		target
KCNK9		target
KCNN2		target
KCNN4		target
KCNQ1		target
KDELR1		target
KDM1A		target
KDM2A		target
KDM3A		target
KDR		target
KHSRP		target
KIF11		target
KIF20B		target
KIF22		target
KIF2C		target
KIR3DL1		target
KLHL3		target
KMT2D		target
KMT2E		target
KMT5A		target
KRT19		target
KRT8		target
KSR1		target
Kv7.2 iso4		target
L1CAM		target
LARP1		target
LASP1		target
LATS1		target
LBR		target
LCK		target
LCP1		target
LDHA		target
LEF1		target
LIG1		target
LIG3		target
LIPE		target
LMNA		target
LMNB1		target
LMNB2		target
LRCH3		target
LRP1		target
LRP6		target
LRRK1		target
LRRK2		target
LRWD1		target
MACF1		target
MAP1LC3A		target
MAP2		target
MAP2K1		target
MAP4		target
MAP7		target
MAPK1		target
MAPK6		target
MAPK9		target
MAPKAPK5		target
MAPRE1		target
MAPRE2		target
MAPT		target
MARCKS		target
MARK3		target
MAX		target
MAZ		target
MC4R		target
MCL1		target
MCM2		target
MCM3		target
MCM4		target
MCM7		target
MCOLN1		target
MCTS1		target
MDC1		target
MDM2		target
MDM4		target
MECOM		target
MED1		target
MEF2A		target
MEF2C		target
MEGF10		target
MICALL1		target
MKI67		target
MKL1		target
MLXIPL		target
MME		target
MMP14		target
MPLKIP		target
MPZL1		target
MRE11		target
MRPS18B		target
MRTO4		target
MSN		target
MTA1		target
MTA2		target
MTHFD1L		target
MUC1		target
MYB		target
MYBL1		target
MYBL2		target
MYBPC3		target
MYC		target
MYCN		target
MYF5		target
MYH10		target
MYH2		target
MYH9		target
MYL12B		target
MYLK		target
MYOM2		target
NAGK		target
NBN		target
NCAPG		target
NCAPH		target
NCF1		target
NCKAP5L		target
NCKIPSD		target
NCL		target
NCOA2		target
NCOA3		target
NCOR1		target
NCOR2		target
NDE1		target
NDEL1		target
NDFIP2		target
NDRG1		target
NDUFS4		target
NDUFV2		target
NEDD1		target
NEDD4L		target
NELFA		target
NELFCD iso4		target
NF2		target
NFATC1		target
NFKB1		target
NFKBIA		target
NFKBIB		target
NIFK		target
NINL		target
NLRP3		target
NME1		target
NME2		target
NOB1		target
NOL3		target
NOLC1		target
NOS2		target
NOS3		target
NOSIP		target
NOTCH1		target
NOXA1		target
NPAT		target
NPHP1		target
NPM1		target
NPR1		target
NR1H3		target
NR1I2		target
NR4A1		target
NR5A2		target
NRAS		target
NSFL1C		target
NUAK1		target
NUCKS1		target
NUDC		target
NUFIP2		target
NUMA1		target
NUP107		target
NUP133		target
NUP153		target
NUP50		target
NUP98		target
NUP98 iso2		target
NUSAP1		target
OCLN		target
ODF2 iso3		target
OGFR		target
ORC1		target
ORC2		target
ORC6		target
OTUB1		target
PACS1		target
PAG1		target
PAH		target
PAICS		target
PAK1		target
PALLD		target
PARP10		target
PAWR		target
PAX3		target
PBK		target
PBRM1		target
PDCD5		target
PDCL		target
PDE10A iso2		target
PDE11A		target
PDE3A		target
PDE3B		target
PDE4A		target
PDE4B		target
PDE4C iso2		target
PDE4D iso2		target
PDE4D iso6		target
PDE4D iso7		target
PDE5A		target
PDHA1		target
PDIA3		target
PDIA6		target
PDPK1		target
PDS5B		target
PELP1		target
PFKFB2		target
PFKFB3		target
PFN1		target
PGR		target
PHF6		target
PHF8		target
PHOX2A		target
PI4KB		target
PIAS1		target
PIK3C2A		target
PIK3C3		target
PIK3R1		target
PIN1		target
PIN4		target
PIP4K2A		target
PIP5K1C		target
PITPNM1		target
PJA2		target
PKD1		target
PKD2		target
PKN2		target
PLCB3		target
PLCG1		target
PLCG2		target
PLD1		target
PLD2		target
PLEC		target
PLEKHG2		target
PLN		target
PLSCR1		target
PML		target
POLD3		target
POLH		target
POLL		target
POLM		target
POLR2A		target
POU2F1		target
POU3F2		target
POU5F1		target
PPM1B		target
PPP1CA		target
PPP1R12C		target
PPP1R14A		target
PPP1R14C		target
PPP1R1A		target
PPP1R1B		target
PPP1R1C		target
PPP1R2		target
PPP1R35		target
PPP1R9A		target
PPP2CA		target
PPP2R5D		target
PRC1		target
PRDX1		target
PREX1		target
PRKACA		target
PRKAR1A		target
PRKAR2B		target
PRKCD		target
PRKD1		target
PROM1		target
PRPF3		target
PRPF31		target
PRRC2A		target
PSEN2		target
PSMC5		target
PSMD11		target
PTBP1		target
PTEN		target
PTGES3		target
PTHLH		target
PTK2		target
PTK2B		target
PTPN1		target
PTPN12		target
PTPN2 iso2		target
PTPN6		target
PTPN7		target
PTPRA iso2		target
PTPRJ		target
PTTG1IP		target
PTTG2		target
PXN		target
PYCR1		target
PYCR2		target
QTRT1		target
RAB11FIP3		target
RAB4A		target
RAB5B		target
RAC1		target
RACK1		target
RAD1		target
RAD18		target
RAD51		target
RAD9A		target
RAF1		target
RALY		target
RANBP2		target
RANGAP1		target
RAP1A		target
RAP1B		target
RAP1GAP		target
RAPGEF1		target
RARA		target
RASGRF1		target
RASGRP2		target
RASSF1 iso2		target
RB1		target
RBBP8		target
RBL1		target
RBL2		target
RBM10 iso2		target
RBM27		target
RCAN1 iso2		target
RCC1		target
RELA		target
REPS2		target
RET		target
RFC1		target
RGCC		target
RGPD3		target
RGPD4		target
RGPD6		target
RGPD8		target
RGS10		target
RGS13		target
RGS16		target
RGS18		target
RGS19		target
RHBG iso6		target
RHOA		target
RHOU		target
RMDN3		target
RNF4		target
RNF7		target
RNMT		target
RNPS1		target
RPA2		target
RPL11		target
RPL12		target
RPS19		target
RPS27		target
RPS27L		target
RPS3		target
RPS6KA3		target
RPS6KA4		target
RPS6KA5		target
RPS6KB1		target
RPS6KB2		target
RPTOR		target
RRAD		target
RRAS		target
RRM2		target
RRN3		target
RSF1		target
RUNX2		target
RXRA		target
RYR2		target
SAMHD1		target
SAT1		target
SCML2		target
SDC2		target
SDC4		target
SDCBP		target
SDHA		target
SEC14L2		target
SEPT2		target
SEPT9 iso2		target
SERPINF1		target
SET iso2		target
SETDB1		target
SF3B1		target
SF3B2		target
SFPQ		target
SGK1		target
SGO1		target
SH3GL1		target
SH3GLB1		target
SH3PXD2B		target
SHC1		target
SHC1 iso3		target
SHC3 iso2		target
SHOX		target
SHP-2 iso2		target
SIK2		target
SIRT1		target
SIRT2		target
SIRT2 iso2		target
SIRT3		target
SKP2		target
SLAIN2		target
SLBP		target
SLC25A4		target
SLC3A2		target
SLC4A4		target
SLC8B1		target
SLC9A3R1		target
SLC9A5		target
SLITRK1		target
SMC3		target
SNAI1		target
SNAPIN		target
SNCA		target
SNRNP70		target
SNW1		target
SOD2		target
SORBS3		target
SOX9		target
SP1		target
SPAG5		target
SPAG9		target
SPDL1		target
SPRY2		target
SPTAN1		target
SPTBN1		target
SQSTM1		target
SRC		target
SREBF1		target
SREBP-1 iso3		target
SRF		target
SRPK1		target
SRRM1		target
SRRM2		target
SRRT		target
SRSF1		target
SRSF11		target
SRSF2		target
SRSF9		target
SSB		target
SSR1		target
SSRP1		target
STAP2		target
STARD10		target
STAT1		target
STAT5A		target
STAT5B		target
STC2		target
STIM1		target
STK24		target
STK26		target
STK3		target
STK38		target
STMN1		target
STX1A		target
SUDS3		target
SUFU		target
SUN2		target
SUPT5H		target
SUPT6H		target
SYNJ2		target
TAGLN2		target
TAL1		target
TANC1		target
TARDBP		target
TBCE		target
TBXA2R		target
TCF3		target
TCOF1		target
TELO2		target
TERF1		target
TERF2		target
TERF2IP		target
TERT		target
TEX14		target
TFAM		target
TFAP2A		target
TFCP2		target
TFG		target
TFPI		target
TFPT		target
TFRC		target
TGFBR2		target
TGM2		target
TH		target
TH iso2		target
TH iso3		target
TH iso4		target
THRAP3		target
THRB		target
TICRR		target
TK1		target
TLE1		target
TLR3		target
TMPO		target
TNFAIP1		target
TNKS1BP1		target
TNNI3		target
TNS3		target
TOP1		target
TOP2A		target
TOP2B		target
TOPBP1		target
TOR1AIP1		target
TP53		target
TP53BP1		target
TP63		target
TP73		target
TPH2		target
TPP1		target
TPPP		target
TPR		target
TPX2		target
TRIP10 iso3		target
TRIP6		target
TRPA1		target
TRPM8		target
TRPV1		target
TRPV4		target
TRPV5		target
TSC1		target
TSPY1		target
TSPYL2		target
TSR1		target
TTI1		target
TTN		target
TUBB3		target
TUBG1		target
TWIST1		target
TXA2-R iso2		target
TYMS		target
Tau iso2		target
Tau iso8		target
U2AF2		target
UBAP2L		target
UBE2A		target
UBE2I		target
UBE2O		target
UBE2R2		target
UBE3A iso2		target
UBXN1		target
UBXN2B		target
UGDH		target
UGT2B7		target
UHRF1		target
UHRF1 iso2		target
UIMC1		target
ULK2		target
UNG		target
URI1		target
USP1		target
USP14		target
USP16		target
USP20		target
USP24		target
USP37		target
USP7		target
VAMP7		target
VASP		target
VAV3		target
VCPIP1		target
VDR		target
VHL		target
VIL1		target
VIM		target
VIPAS39		target
VTN		target
WAS		target
WASF1		target
WASF2		target
WBP2		target
WEE1		target
WNK4		target
WRN		target
WT1		target
WWC1		target
WWOX		target
WWTR1		target
XIAP		target
XPO1		target
XRCC1		target
XRCC4		target
XRCC6		target
YAP1		target
YWHAZ		target
YY1		target
ZBTB16		target
ZC3H11A		target
ZC3H18		target
ZC3H4		target
ZC3HC1		target
ZFP36L1		target
ZHX1		target
ZMYM3		target
ZNF609		target
ZYX		target
ataxin-3 iso2		target
dUTPase iso2		target
eIF4G iso8		target
