source	target
PASK_Homo sapiens	PDX1
PASK_Homo sapiens	GYS1
PASK_Homo sapiens	RAB11FIP1
PASK_Homo sapiens	FXN
PASK_Homo sapiens	PIAS1
PASK_Homo sapiens	CREB1
PASK_Homo sapiens	NFATC4
PASK_Homo sapiens	KCNH2
PASK_Homo sapiens	RPS6
PASK_Homo sapiens	PHKB
PASK_Homo sapiens	EIF4ENIF1
PASK_Homo sapiens	PFKFB1
PASK_Homo sapiens	EEF1A1
PASK_Homo sapiens	PKIA
PASK_Homo sapiens	PHKB
PASK_Homo sapiens	MAPT
PASK_Homo sapiens	RPS6
PASK_Homo sapiens	NCF1
PASK_Homo sapiens	HSPB1
PASK_Homo sapiens	VTN
PASK_Homo sapiens	KRT8
PASK_Homo sapiens	RAB4A
PASK_Homo sapiens	MET
PASK_Homo sapiens	IL2RA
PASK_Homo sapiens	LMNA
PASK_Homo sapiens	LMNA
PASK_Homo sapiens	LMNB1
PASK_Homo sapiens	FGA
CHEK2_Homo sapiens	RB1
CHEK2_Homo sapiens	MDM2
CHEK2_Homo sapiens	TP53
CHEK2_Homo sapiens	NBN
CHEK2_Homo sapiens	CDC25A
CHEK2_Homo sapiens	TP53
CHEK2_Homo sapiens	CHEK2
CHEK2_Homo sapiens	STRAP
CHEK2_Homo sapiens	TP53
CHEK2_Homo sapiens	XRCC1
CHEK2_Homo sapiens	XRCC1
CSNK2A1_Homo sapiens	HIF1A
CSNK2A1_Homo sapiens	KANK2
CSNK2A1_Homo sapiens	XRCC1
CSNK2A1_Homo sapiens	XRCC4
CSNK2A1_Homo sapiens	CDC34
CSNK2A1_Homo sapiens	SUB1
CSNK2A1_Homo sapiens	RELA
CSNK2A1_Homo sapiens	PTPN1
CSNK2A1_Homo sapiens	MDC1
MAPK1_Homo sapiens	YBX1
MAPK1_Homo sapiens	YBX3
MAPK1_Homo sapiens	YBX1
MAPK1_Homo sapiens	YBX3
MAPK1_Homo sapiens	BCL2
MAPK1_Homo sapiens	IER3
MAPK1_Homo sapiens	PPP2R5C
AKT1_Homo sapiens	SORBS2
AKT1_Homo sapiens	SORBS2
AKT1_Homo sapiens	TOPBP1
AKT1_Homo sapiens	MDM2
AKT1_Homo sapiens	MDM2
AKT1_Homo sapiens	CDKN1B
AKT1_Homo sapiens	FAM129A
Lyn_Mus musculus	Hcls1
Lyn_Mus musculus	Cttn
Lyn_Mus musculus	Irs2
Lyn_Mus musculus	Efs
Lyn_Mus musculus	Bcar1
Lyn_Mus musculus	Dok2
Lyn_Mus musculus	Dbnl
GSK3B_Homo sapiens	TP53
GSK3B_Homo sapiens	MAPT
GSK3B_Homo sapiens	YBX1
GSK3B_Homo sapiens	YBX3
GSK3B_Homo sapiens	YBX3
GSK3B_Homo sapiens	GSK3B
SRC_Homo sapiens	LCT
SRC_Homo sapiens	CBL
SRC_Homo sapiens	ADRB2
SRC_Homo sapiens	SRC
SRC_Homo sapiens	PDCD6IP
SRC_Homo sapiens	PTPN1
PLK1_Homo sapiens	GTSE1
PLK1_Homo sapiens	GTSE1
PLK1_Homo sapiens	MDM2
PLK1_Homo sapiens	TP53
PLK1_Homo sapiens	MDM2
PLK1_Homo sapiens	NEDD9
CHEK1_Homo sapiens	RB1
CHEK1_Homo sapiens	MDM4
CHEK1_Homo sapiens	TP53
CHEK1_Homo sapiens	CSNK2B
CHEK1_Homo sapiens	CSNK2B
PRKACA_Homo sapiens	GRIA4
PRKACA_Homo sapiens	YWHAZ
PRKACA_Homo sapiens	RELA
PRKACA_Homo sapiens	LIMK1
