id	targets	type
PKA_group_Homo sapiens	139	kinase
CK2_group_Homo sapiens	84	kinase
PKC_group_Homo sapiens	81	kinase
CDK1_Homo sapiens	67	kinase
PKC_alpha_Homo sapiens	67	kinase
AANAT		target
ABCA1		target
ABCB1		target
ACACA		target
ACLY		target
ACO1		target
ADD1		target
ADD2		target
ADD3		target
ADRA2A		target
ADRB2		target
AHR		target
AKAP13		target
ALOX5		target
ANAPC1		target
ANP32A		target
ANXA1		target
ANXA2		target
APC		target
APEX1		target
APLP2		target
AQP1		target
AQP2		target
AQP4		target
ARRB2		target
ASGR2		target
ASIC1		target
ATF1		target
ATF2		target
ATP2B1		target
AURKA		target
BAD		target
BDKRB2		target
BID		target
BIRC5		target
BNC1		target
BRAF		target
C1R		target
C5AR1		target
CACNB2		target
CAD		target
CAMKK1		target
CANX		target
CAPN2		target
CASP9		target
CASR		target
CAV1		target
CCND1		target
CCNH		target
CD226		target
CD3G		target
CD44		target
CD5		target
CDC23		target
CDC25A		target
CDC25B		target
CDC25C		target
CDC27		target
CDC34		target
CDC37		target
CDH1		target
CDK1		target
CDK16		target
CDKN1A		target
CEBPB		target
CEP55		target
CETN1		target
CETN2		target
CFTR		target
CHEK1		target
CIITA		target
CNP		target
CREBBP		target
CSF2RB		target
CSNK2A1		target
CSNK2B		target
CTDP1		target
CTNNB1		target
CTPS1		target
CUL5		target
CUX1		target
CYTH1		target
CYTH2		target
DAB2		target
DDIT3		target
DDX3X		target
DDX5		target
DGKD		target
DMTN		target
DNM1L		target
DSP		target
E2F1		target
ECT2		target
EEF1A1		target
EGFR		target
EGR1		target
EIF6		target
EP300		target
EPB42		target
EPN1		target
ESPL1		target
ESR1		target
ETV5		target
EWSR1		target
F3		target
F5		target
FAF1		target
FANCG		target
FEN1		target
FGA		target
FGF2		target
FSCN1		target
FXYD1		target
GABRB1		target
GABRB2		target
GABRG2		target
GFAP		target
GFPT1		target
GFPT2		target
GJB1		target
GMFB		target
GNA13		target
GNA15		target
GNAZ		target
GOLGA2		target
GP1BB		target
GPI		target
GPM6A		target
GRIA1		target
GRIA4		target
GRIK2		target
GRIN1		target
GRIN2B		target
GRK1		target
GRK2		target
GRK7		target
GRM1		target
GSK3A		target
GSK3B		target
GTF2A1		target
GTF2A1L		target
HAND1		target
HDAC1		target
HDAC2		target
HDAC8		target
HES1		target
HIST1H2BI		target
HLA-A		target
HMGA1		target
HMGA2		target
HMGN1		target
HNRNPA1		target
HNRNPC		target
HNRNPD		target
HOXB7		target
HRH1		target
HSF1		target
HSP90AA1		target
HSP90AB1		target
HSPB8		target
IFI16		target
IGFBP3		target
IL2RA		target
INSR		target
IREB2		target
IRS1		target
ITGA4		target
ITGB2		target
ITGB4		target
ITPKA		target
