source	target
ITK_Homo sapiens	ROD1
ITK_Homo sapiens	BTBD9
ITK_Homo sapiens	FCHSD2
ITK_Homo sapiens	CXCR7
ITK_Homo sapiens	AGTR1
ITK_Homo sapiens	GPR21
ITK_Homo sapiens	OCIAD1
ITK_Homo sapiens	CDH8
ITK_Homo sapiens	NHP2L1
ITK_Homo sapiens	PEBP1
ITK_Homo sapiens	FTSJ1
ITK_Homo sapiens	FANCI
ITK_Homo sapiens	NUP62
ITK_Homo sapiens	ACSL5
ITK_Homo sapiens	ACOX2
ITK_Homo sapiens	EIF2B3
ITK_Homo sapiens	TFIP11
ITK_Homo sapiens	BRD1
ITK_Homo sapiens	RP4-697K14.2
ITK_Homo sapiens	FBXO46
ITK_Homo sapiens	CCR2
ITK_Homo sapiens	HLA-B
ITK_Homo sapiens	CKAP2L
ITK_Homo sapiens	MRRF
ITK_Homo sapiens	KIR2DL1
ITK_Homo sapiens	MMP16
ITK_Homo sapiens	ABCA10
ITK_Homo sapiens	NLRP8
ITK_Homo sapiens	RBM33
ITK_Homo sapiens	NEUROD2
ITK_Homo sapiens	ATP7A
ITK_Homo sapiens	PPP1R13B
ITK_Homo sapiens	PPL
ITK_Homo sapiens	STK31
ITK_Homo sapiens	BNIP2
ITK_Homo sapiens	BANK1
ITK_Homo sapiens	CEBPE
ITK_Homo sapiens	RPS3A
ITK_Homo sapiens	KDM5D
ITK_Homo sapiens	GBA
ITK_Homo sapiens	IFITM3
ITK_Homo sapiens	TUBGCP3
ITK_Homo sapiens	EHBP1
ITK_Homo sapiens	LATS2
ITK_Homo sapiens	REV3L
ITK_Homo sapiens	ADAMTSL3
ITK_Homo sapiens	GPR155
ITK_Homo sapiens	LONP1
ITK_Homo sapiens	SIVA1
ITK_Homo sapiens	UVRAG
ITK_Homo sapiens	CEBPZ
ITK_Homo sapiens	LRRC50
ITK_Homo sapiens	ITGA3
ITK_Homo sapiens	GIMAP1
ITK_Homo sapiens	ZDHHC11
ITK_Homo sapiens	CNTN3
ITK_Homo sapiens	USP20
ITK_Homo sapiens	ADAM12
ITK_Homo sapiens	CHI3L2
ITK_Homo sapiens	BCL9L
ITK_Homo sapiens	PLEKHG1
ITK_Homo sapiens	OIT3
ITK_Homo sapiens	CCNB1IP1
ITK_Homo sapiens	KIF5B
ITK_Homo sapiens	IFNG
ITK_Homo sapiens	SIGLEC5
ITK_Homo sapiens	EPB49
ITK_Homo sapiens	ERI1
ITK_Homo sapiens	RAB14
ITK_Homo sapiens	ENO3
ITK_Homo sapiens	LRRC58
ITK_Homo sapiens	GOLGA3
ITK_Homo sapiens	IGBP1
ITK_Homo sapiens	CRYBB3
ITK_Homo sapiens	ENSP00000413503
ITK_Homo sapiens	NOM1
ITK_Homo sapiens	RAD51AP1
ITK_Homo sapiens	ENO2
ITK_Homo sapiens	ALKBH3
ITK_Homo sapiens	GYS1
ITK_Homo sapiens	POLDIP3
ITK_Homo sapiens	ESR1
ITK_Homo sapiens	VPS13A
ITK_Homo sapiens	PKD1
ITK_Homo sapiens	PLK1
ITK_Homo sapiens	MOBKL1A
ITK_Homo sapiens	GOT1
ITK_Homo sapiens	VPS11
ITK_Homo sapiens	NGFR
ITK_Homo sapiens	UNC93B1
ITK_Homo sapiens	MOBKL1B
ITK_Homo sapiens	PEAR1
ITK_Homo sapiens	EPS8L2
ITK_Homo sapiens	ARRDC3
ITK_Homo sapiens	INTS7
ITK_Homo sapiens	PXDN
ITK_Homo sapiens	TRPS1
ITK_Homo sapiens	SNRPB2
ITK_Homo sapiens	JPH3
ITK_Homo sapiens	H6PD
ITK_Homo sapiens	STX5
ITK_Homo sapiens	PPM1B
ITK_Homo sapiens	AP3M1
ITK_Homo sapiens	DENND5A
ITK_Homo sapiens	ZDHHC17
ITK_Homo sapiens	MED14
ITK_Homo sapiens	ORAI3
ITK_Homo sapiens	PLSCR1
ITK_Homo sapiens	AKAP8L
ITK_Homo sapiens	TIMM50
ITK_Homo sapiens	FRMD4B
ITK_Homo sapiens	FAIM3
ITK_Homo sapiens	EFCAB6
ITK_Homo sapiens	TOMM70A
ITK_Homo sapiens	GPRC5B
ITK_Homo sapiens	FUT1
ITK_Homo sapiens	PRKAB1
ITK_Homo sapiens	SH3RF2
ITK_Homo sapiens	CAD
ITK_Homo sapiens	UQCC
ITK_Homo sapiens	ARHGAP30
ITK_Homo sapiens	PRLHR
ITK_Homo sapiens	FLG
ITK_Homo sapiens	NEUROG2
ITK_Homo sapiens	OSBPL3
ITK_Homo sapiens	RHBDL1
ITK_Homo sapiens	ESR2
ITK_Homo sapiens	IL1F6
ITK_Homo sapiens	UBXN10
ITK_Homo sapiens	UNC5B
ITK_Homo sapiens	SEMA4B
ITK_Homo sapiens	FANCM
ITK_Homo sapiens	CLPX
ITK_Homo sapiens	CMA1
ITK_Homo sapiens	PDSS1
ITK_Homo sapiens	CCR1
ITK_Homo sapiens	LDB2
ITK_Homo sapiens	SFRS16
ITK_Homo sapiens	RAD54L
ITK_Homo sapiens	WBP11
ITK_Homo sapiens	UBQLN2
ITK_Homo sapiens	SH3GL2
ITK_Homo sapiens	ERCC3
ITK_Homo sapiens	NMNAT2
ITK_Homo sapiens	IL9
ITK_Homo sapiens	UBQLN1
ITK_Homo sapiens	RNASEN
ITK_Homo sapiens	APLP1
ITK_Homo sapiens	SLC35B2
ITK_Homo sapiens	G3BP2
ITK_Homo sapiens	CYFIP2
ITK_Homo sapiens	CYFIP1
ITK_Homo sapiens	ATP13A4
ITK_Homo sapiens	PPP1R11
ITK_Homo sapiens	CDH13
ITK_Homo sapiens	MPP5
ITK_Homo sapiens	PCGF1
ITK_Homo sapiens	TMEM192
ITK_Homo sapiens	AP4B1
ITK_Homo sapiens	GGPS1
ITK_Homo sapiens	AC107375.3
ITK_Homo sapiens	IL9R
ITK_Homo sapiens	DPM1
