id	targets	type
AMPKa1_Homo sapiens	38	kinase
EphA6_Homo sapiens	38	kinase
DAPK1_Homo sapiens	38	kinase
GRK3_Homo sapiens	37	kinase
MST4_Homo sapiens	36	kinase
EphA8_Homo sapiens	36	kinase
TNIK_Homo sapiens	35	kinase
MST3_Homo sapiens	33	kinase
GRK5_Homo sapiens	33	kinase
PDHK4_Homo sapiens	32	kinase
CK1gamma1_Homo sapiens	30	kinase
GRK1_Homo sapiens	28	kinase
PLK2_Homo sapiens	27	kinase
TRKC_Homo sapiens	27	kinase
Ron_Homo sapiens	27	kinase
EphB6_Homo sapiens	26	kinase
Pim2_Homo sapiens	26	kinase
PAK6_Homo sapiens	25	kinase
CK1gamma2_Homo sapiens	25	kinase
MARK4_Homo sapiens	24	kinase
CLK4_Homo sapiens	24	kinase
MARK3_Homo sapiens	24	kinase
GRK4_Homo sapiens	24	kinase
GRK6_Homo sapiens	24	kinase
YSK1_Homo sapiens	23	kinase
ICK_Homo sapiens	23	kinase
NEK1_Homo sapiens	22	kinase
Chak2_Homo sapiens	22	kinase
NRK_Homo sapiens	21	kinase
p70S6Kb_Homo sapiens	21	kinase
PDHK2_Homo sapiens	20	kinase
TLK2_Homo sapiens	20	kinase
PAK5_Homo sapiens	19	kinase
MAPKAPK5_Homo sapiens	19	kinase
MST2_Homo sapiens	19	kinase
MAP4K6_Homo sapiens	18	kinase
MST1_Homo sapiens	17	kinase
GRK7_Homo sapiens	15	kinase
IRR_Homo sapiens	15	kinase
MARK1_Homo sapiens	14	kinase
CaMKIalpha_Homo sapiens	14	kinase
SGK3_Homo sapiens	14	kinase
TLK1_Homo sapiens	13	kinase
SLK_Homo sapiens	13	kinase
PKD3_Homo sapiens	13	kinase
Haspin_Homo sapiens	13	kinase
MAPKAPK3_Homo sapiens	13	kinase
CK1gamma3_Homo sapiens	12	kinase
PKD2_Homo sapiens	12	kinase
CLK3_Homo sapiens	12	kinase
CK1alpha2_Homo sapiens	12	kinase
SGK2_Homo sapiens	10	kinase
Pim3_Homo sapiens	10	kinase
MAK_Homo sapiens	10	kinase
BCKDK_Homo sapiens	10	kinase
HIPK1_Homo sapiens	9	kinase
PDHK3_Homo sapiens	8	kinase
DAPK2_Homo sapiens	8	kinase
NEK3_Homo sapiens	8	kinase
NEK4_Homo sapiens	8	kinase
AuroraC_Homo sapiens	8	kinase
CaMKIgamma_Homo sapiens	7	kinase
CaMKIdelta_Homo sapiens	6	kinase
NEK11_Homo sapiens	4	kinase
MRCKb_Homo sapiens	3	kinase
DMPK2_Homo sapiens	3	kinase
LOK_Homo sapiens	2	kinase
A1CF		target
A2M		target
AAAS		target
AAGAB		target
AANAT		target
AARS		target
AASDH		target
AATF		target
AATK		target
ABCA1		target
ABCA10		target
ABCA12		target
ABCA3		target
ABCA4		target
ABCA5		target
ABCA7		target
ABCA9		target
ABCB1		target
ABCB11		target
ABCB9		target
ABCC1		target
ABCC2		target
ABCC3		target
ABCC4		target
ABCC5		target
ABCC8		target
ABCD1		target
ABCD3		target
ABCF2		target
ABCG2		target
ABHD10		target
ABI1		target
ABL2		target
ABLIM1		target
ABLIM3		target
ABRA		target
AC004086.1		target
AC004899.2		target
AC005277.1		target
AC005393.1		target
AC008074.2		target
AC010619.2		target
AC011479.2		target
AC011498.3		target
AC012652.1		target
AC023024.2		target
AC024270.1		target
AC068353.1		target
AC079061.1		target
AC107375.3		target
AC116353.1		target
AC130686.3		target
AC136632.1		target
AC137834.1		target
AC138894.3		target
AC149644.1		target
ACAA2		target
ACACA		target
ACACB		target
ACAD11		target
ACADSB		target
ACAP1		target
ACAP2		target
ACAT1		target
ACBD3		target
ACBD6		target
ACD		target
ACE		target
ACE2		target
ACIN1		target
ACLY		target
ACMSD		target
ACO1		target
ACO2		target
ACOT1		target
ACOX2		target
ACOX3		target
ACP1		target
ACSBG1		target
ACSL1		target
ACSL3		target
ACSL4		target
ACSL5		target
ACSM2B		target
ACSM4		target
ACSM5		target
ACSS2		target
ACTA1		target
ACTA2		target
ACTB		target
ACTBL2		target
ACTG1		target
ACTG2		target
ACTL6A		target
ACTL6B		target
ACTL7A		target
ACTL7B		target
ACTN2		target
ACTN4		target
ACTR10		target
ACTR1A		target
ACTR1B		target
ACTR3		target
ACTR3B		target
ACTR8		target
ACVR1		target
ACVRL1		target
AD000671.1		target
ADA		target
ADAD1		target
ADAM12		target
ADAM17		target
ADAM22		target
ADAM23		target
ADAM29		target
ADAM33		target
ADAM9		target
ADAMTS1		target
ADAMTS10		target
ADAMTS12		target
ADAMTSL3		target
ADAMTSL4		target
ADAP1		target
ADAR		target
ADAT1		target
ADAT3		target
ADCY1		target
ADCY2		target
ADCY3		target
ADCY4		target
ADCY6		target
ADCY8		target
ADCY9		target
ADD2		target
ADD3		target
ADH1B		target
ADH5		target
ADI1		target
ADM		target
ADNP		target
ADO		target
ADORA2A		target
ADPRH		target
ADRA1B		target
ADRA2A		target
ADRB1		target
ADRB2		target
ADRBK1		target
ADRBK2		target
ADRM1		target
ADSL		target
ADSS		target
AEBP1		target
AEBP2		target
AFAP1L1		target
AFAP1L2		target
AFF1		target
AFF2		target
AFF4		target
AFG3L2		target
AGA		target
AGAP1		target
AGAP2		target
AGFG2		target
AGGF1		target
AGPAT1		target
AGPAT2		target
AGPAT9		target
AGPS		target
AGTR1		target
AGTR2		target
AGTRAP		target
AGXT		target
AGXT2		target
AGXT2L1		target
AHCY		target
AHCYL1		target
AHCYL2		target
AHDC1		target
AHI1		target
AHNAK		target
AHNAK2		target
AHR		target
AHSG		target
AICDA		target
AIF1L		target
AIFM1		target
AIM1		target
AIMP2		target
AIP		target
AIPL1		target
AIRE		target
AJAP1		target
AK3L1		target
AK7		target
AKAP10		target
AKAP11		target
AKAP12		target
AKAP3		target
AKAP4		target
AKAP6		target
AKAP8		target
AKAP8L		target
AKIRIN2		target
AKNA		target
AKR1A1		target
AKR1B1		target
AKR1B10		target
AKR1C1		target
AKR1C2		target
AKR1C3		target
AKR1C4		target
AKT1		target
AKT2		target
AKT3		target
AL096711.1		target
AL117209.1		target
AL161668.2		target
ALB		target
ALCAM		target
ALDH1A1		target
ALDH1A2		target
ALDH1B1		target
ALDH2		target
ALDH3A1		target
ALDH3B1		target
ALDH3B2		target
ALDH4A1		target
ALDH7A1		target
ALDH9A1		target
ALDOB		target
ALDOC		target
ALG10		target
ALK		target
ALKBH3		target
ALMS1		target
ALOX15		target
ALOX5		target
ALPK2		target
ALPK3		target
ALPP		target
ALS2		target
ALS2CR11		target
ALS2CR8		target
ALX1		target
AMD1		target
AMFR		target
AMIGO1		target
AMMECR1L		target
AMOT		target
AMOTL1		target
AMPD2		target
AMPD3		target
AMPH		target
ANAPC1		target
ANAPC10		target
ANAPC2		target
ANAPC4		target
ANAPC5		target
ANAPC7		target
ANGEL1		target
ANGPT1		target
ANGPT2		target
ANGPT4		target
ANKFY1		target
ANKH		target
ANKK1		target
ANKLE2		target
ANKRD11		target
ANKRD12		target
ANKRD13A		target
ANKRD16		target
ANKRD17		target
ANKRD27		target
ANKRD34A		target
ANKRD39		target
ANKRD43		target
ANKRD5		target
ANKRD54		target
ANKS1A		target
ANKS1B		target
ANKS3		target
ANKS6		target
ANKZF1		target
ANLN		target
ANO1		target
ANO8		target
ANP32B		target
ANP32E		target
ANTXR1		target
ANXA1		target
ANXA10		target
ANXA11		target
ANXA2		target
ANXA3		target
ANXA4		target
ANXA5		target
ANXA6		target
ANXA9		target
AP000926.2		target
AP003115.1		target
AP003355.2		target
AP1AR		target
AP1B1		target
AP1G2		target
AP1S1		target
AP2A2		target
AP2M1		target
AP2S1		target
AP3B1		target
AP3B2		target
AP3D1		target
AP3M1		target
AP4B1		target
AP4E1		target
AP4M1		target
APAF1		target
APBA1		target
APBA2		target
APBA3		target
APBB1IP		target
APC		target
APC2		target
APEX1		target
APEX2		target
API5		target
APIP		target
APLF		target
APLP1		target
APLP2		target
APOA1		target
APOB		target
APOBEC1		target
APOBEC3G		target
APP		target
APPL1		target
APPL2		target
APRT		target
AQP1		target
AQP2		target
AQP4		target
AQP5		target
AQP9		target
AR		target
ARAF		target
ARAP1		target
ARAP2		target
ARAP3		target
ARF1		target
ARFGAP2		target
ARFGAP3		target
ARFGEF1		target
ARFGEF2		target
ARFIP1		target
ARFIP2		target
ARG1		target
ARHGAP1		target
ARHGAP10		target
ARHGAP11A		target
ARHGAP12		target
ARHGAP17		target
ARHGAP18		target
ARHGAP21		target
ARHGAP22		target
ARHGAP24		target
ARHGAP25		target
ARHGAP26		target
ARHGAP29		target
ARHGAP30		target
ARHGAP4		target
ARHGAP5		target
ARHGAP6		target
ARHGAP8		target
ARHGDIA		target
ARHGDIB		target
ARHGEF1		target
ARHGEF10L		target
ARHGEF12		target
ARHGEF16		target
ARHGEF17		target
ARHGEF18		target
ARHGEF19		target
ARHGEF4		target
ARHGEF6		target
ARHGEF7		target
ARID1A		target
ARID2		target
ARID3A		target
ARID4A		target
ARID4B		target
ARID5A		target
ARID5B		target
ARIH2		target
ARL11		target
ARL14		target
ARL2		target
ARL6IP4		target
ARL6IP6		target
ARL9		target
ARMC1		target
ARMC10		target
ARMC3		target
ARMCX3		target
ARNT		target
ARNT2		target
ARPC1B		target
ARPC3		target
ARPC5L		target
ARPP19		target
ARRB1		target
ARRB2		target
ARRDC3		target
ARRDC4		target
ARSK		target
ART4		target
ARVCF		target
ASAP1		target
ASAP2		target
ASAP3		target
ASB4		target
ASCC2		target
ASCC3		target
ASCL1		target
ASF1A		target
ASF1B		target
ASH2L		target
ASMTL		target
ASNS		target
ASPA		target
ASPH		target
ASPM		target
ASPRV1		target
ASPSCR1		target
ASS1		target
ASXL1		target
ATAD1		target
ATAD2		target
ATAD3A		target
ATAD5		target
ATE1		target
ATF1		target
ATF2		target
ATF4		target
ATF6		target
ATF7		target
ATF7IP		target
ATG16L1		target
ATG3		target
ATG4C		target
ATG9A		target
ATIC		target
ATL1		target
ATL2		target
ATM		target
ATN1		target
ATP10A		target
ATP11C		target
ATP12A		target
ATP13A1		target
ATP13A3		target
ATP13A4		target
ATP1A1		target
ATP1A2		target
ATP1A3		target
ATP1A4		target
ATP1B1		target
ATP2A1		target
ATP2A2		target
ATP2B2		target
ATP2B3		target
ATP2C1		target
ATP2C2		target
ATP4A		target
ATP5A1		target
ATP5C1		target
ATP5I		target
ATP5J		target
ATP5O		target
ATP6AP1		target
ATP6V0A2		target
ATP6V0A4		target
ATP6V0D1		target
ATP6V1A		target
ATP6V1B2		target
ATP6V1C1		target
ATP6V1D		target
ATP6V1E1		target
ATP6V1E2		target
ATP6V1H		target
ATP7A		target
ATP8A1		target
ATP8B1		target
ATP8B3		target
ATP8B4		target
ATPBD4		target
ATR		target
ATRIP		target
ATRN		target
ATRX		target
ATXN1		target
ATXN1L		target
ATXN2		target
ATXN7L2		target
AURKA		target
AURKAIP1		target
AURKB		target
AURKC		target
AVEN		target
AVL9		target
AVPR1A		target
AVPR2		target
AXIN1		target
AXIN2		target
AXL		target
AZGP1		target
B3GALNT1		target
B3GALT4		target
B3GAT3		target
B3GNT1		target
B4GALNT2		target
BACE1		target
BACH1		target
BACH2		target
BAD		target
BAG2		target
BAG3		target
BAG4		target
BAHCC1		target
BAHD1		target
BAI1		target
BAI2		target
BAI3		target
BAIAP2		target
BAIAP2L1		target
BAIAP3		target
BANF1		target
BANK1		target
BARD1		target
BARX1		target
BASP1		target
BAT2		target
BAT3		target
BATF		target
BAZ1A		target
BAZ1B		target
BAZ2B		target
BBS10		target
BBS2		target
BBX		target
BCAM		target
BCAN		target
BCAR1		target
BCAR3		target
BCAS1		target
BCAS2		target
BCAS3		target
BCKDHA		target
BCKDHB		target
BCKDK		target
BCL10		target
BCL11B		target
BCL2		target
BCL2L1		target
BCL2L11		target
BCL2L12		target
BCL2L13		target
BCL2L14		target
BCL2L2		target
BCL3		target
BCL6		target
BCL7A		target
BCL7B		target
BCL7C		target
BCL9		target
BCL9L		target
BCLAF1		target
BCO2		target
BCOR		target
BCORL1		target
BCR		target
BCS1L		target
BDKRB2		target
BDNF		target
BECN1		target
BEGAIN		target
BEND3		target
BET1		target
BFAR		target
BHLHE40		target
BHLHE41		target
BHMT		target
BHMT2		target
BICD1		target
BID		target
BIK		target
BIN1		target
BIN2		target
BIN3		target
BIRC2		target
BIRC6		target
BIRC8		target
BLK		target
BLM		target
BLMH		target
BLNK		target
BLOC1S1		target
BLOC1S2		target
BLOC1S3		target
BLVRA		target
BLZF1		target
BMI1		target
BMP1		target
BMP15		target
BMP2K		target
BMPR2		target
BMS1		target
BMX		target
BNC1		target
BNC2		target
BNIP2		target
BNIP3		target
BNIP3L		target
BNIPL		target
BOK		target
BOLA1		target
BOLL		target
BOP1		target
BPGM		target
BRAF		target
BRAP		target
BRCA1		target
BRCA2		target
BRD1		target
BRD3		target
BRD4		target
BRD7		target
BRD8		target
BRD9		target
BRF1		target
BRF2		target
BRI3		target
BRI3BP		target
BRIP1		target
BRIX1		target
BRPF3		target
BRWD3		target
BSG		target
BSN		target
BTAF1		target
BTBD11		target
BTBD7		target
BTBD9		target
BTF3		target
BTF3L4		target
BTG1		target
BTG2		target
BTK		target
BTN2A3		target
BTRC		target
BUB1		target
BUB1B		target
BUB3		target
BUD13		target
BX276089.2		target
BZRAP1		target
BZW1		target
BZW2		target
C10orf11		target
C10orf118		target
C10orf119		target
C10orf12		target
C10orf18		target
C10orf4		target
C10orf54		target
C10orf62		target
C11orf2		target
C11orf30		target
C11orf58		target
C11orf59		target
C11orf82		target
C12orf11		target
C12orf35		target
C12orf41		target
C12orf43		target
C12orf5		target
C13orf15		target
C13orf18		target
C14orf106		target
C14orf156		target
C14orf4		target
C14orf43		target
C14orf49		target
C14orf68		target
C15orf40		target
C16orf42		target
C16orf53		target
C16orf74		target
C16orf80		target
C16orf88		target
C17orf28		target
C17orf47		target
C17orf53		target
C17orf56		target
C17orf70		target
C17orf75		target
C17orf85		target
C18orf10		target
C18orf21		target
C18orf25		target
C19orf2		target
C19orf25		target
C19orf33		target
C19orf41		target
C19orf43		target
C19orf50		target
C19orf62		target
C1GALT1		target
C1QBP		target
C1QL1		target
C1QTNF7		target
C1R		target
C1orf103		target
C1orf116		target
C1orf123		target
C1orf125		target
C1orf128		target
C1orf175		target
C1orf190		target
C1orf25		target
C1orf35		target
C1orf38		target
C1orf43		target
C1orf55		target
C1orf58		target
C20orf112		target
C20orf114		target
C20orf20		target
C20orf3		target
C20orf4		target
C20orf7		target
C21orf45		target
C21orf63		target
C21orf66		target
C21orf70		target
C22orf28		target
C22orf30		target
C2CD2		target
C2orf18		target
C2orf3		target
C2orf44		target
C2orf49		target
C3		target
C3orf37		target
C3orf58		target
C4orf14		target
C4orf41		target
C5AR1		target
C5orf15		target
C6orf108		target
C6orf153		target
C6orf165		target
C6orf168		target
C6orf203		target
C6orf25		target
C7orf11		target
C7orf16		target
C7orf68		target
C8B		target
C8orf30A		target
C9orf140		target
C9orf16		target
C9orf41		target
C9orf6		target
C9orf64		target
C9orf78		target
C9orf86		target
CA10		target
CA12		target
CA14		target
CA2		target
CA9		target
CAB39L		target
CABIN1		target
CABLES1		target
CABLES2		target
CABP4		target
CABP7		target
CABYR		target
CACNA1A		target
CACNA1E		target
CACNA1G		target
CACNA1H		target
CACNA1S		target
CACNA2D4		target
CACNB1		target
CACNB2		target
CACNB3		target
CACNB4		target
CACNG2		target
CACNG3		target
CACNG7		target
CACNG8		target
CACYBP		target
CAD		target
CADM1		target
CADPS		target
CALB2		target
CALCOCO2		target
CALD1		target
CALM3		target
CALML5		target
CALR		target
CAMK1		target
CAMK1D		target
CAMK2B		target
CAMK2D		target
CAMK4		target
CAMKK2		target
CAMKV		target
CAMSAP1		target
CAMTA1		target
CAND1		target
CAP1		target
CAP2		target
CAPN1		target
CAPN13		target
CAPN2		target
CAPN7		target
CAPRIN1		target
CAPRIN2		target
CAPZA1		target
CAPZA2		target
CAPZA3		target
CARD11		target
CARD14		target
CARD9		target
CARHSP1		target
CASC3		target
CASC5		target
CASKIN1		target
CASKIN2		target
CASP1		target
CASP2		target
CASP3		target
CASP4		target
CASP6		target
CASP7		target
CASP8		target
CASP8AP2		target
CASP9		target
CASQ2		target
CASR		target
CASS4		target
CAST		target
CAT		target
CAV1		target
CAV2		target
CBL		target
CBLB		target
CBLC		target
CBLL1		target
CBR1		target
CBX1		target
CBX3		target
CBX4		target
CBX5		target
CBX8		target
CBY1		target
CC2D1A		target
CCAR1		target
CCBL2		target
CCDC110		target
CCDC120		target
CCDC130		target
CCDC135		target
CCDC136		target
CCDC149		target
CCDC22		target
CCDC28A		target
CCDC37		target
CCDC62		target
CCDC67		target
CCDC85A		target
CCDC88C		target
CCDC92		target
CCDC93		target
CCDC94		target
CCDC99		target
CCKAR		target
CCKBR		target
CCNA2		target
CCNB1		target
CCNB1IP1		target
CCNB2		target
CCNB3		target
CCNC		target
CCND1		target
CCND2		target
CCND3		target
CCNE1		target
CCNE2		target
CCNG2		target
CCNH		target
CCNI		target
CCNK		target
CCNL1		target
CCNL2		target
CCNO		target
CCNT1		target
CCNT2		target
CCNY		target
CCR1		target
CCR10		target
CCR2		target
CCR5		target
CCR7		target
CCS		target
CCT2		target
CCT4		target
CCT6A		target
CCT6B		target
CCT7		target
CCT8		target
CD163		target
CD19		target
CD22		target
CD226		target
CD247		target
CD274		target
CD28		target
CD2AP		target
CD2BP2		target
CD300A		target
CD300LF		target
CD33		target
CD34		target
CD3D		target
CD3E		target
CD3EAP		target
CD3G		target
CD4		target
CD40		target
CD40LG		target
CD44		target
CD5		target
CD6		target
CD7		target
CD74		target
CD79A		target
CD82		target
CD83		target
CD86		target
CD93		target
CD97		target
CD99L2		target
CDAN1		target
CDC123		target
CDC16		target
CDC20		target
CDC23		target
CDC25A		target
CDC25B		target
CDC25C		target
CDC26		target
CDC34		target
CDC37		target
CDC37L1		target
CDC40		target
CDC42		target
CDC42BPG		target
CDC42EP1		target
CDC42EP2		target
CDC42EP3		target
CDC42EP4		target
CDC45L		target
CDC5L		target
CDC6		target
CDC7		target
CDC73		target
CDCA3		target
CDCA5		target
CDCA7L		target
CDCA8		target
CDCP1		target
CDH1		target
CDH10		target
CDH11		target
CDH13		target
CDH17		target
CDH18		target
CDH19		target
CDH2		target
CDH22		target
CDH3		target
CDH4		target
CDH5		target
CDH6		target
CDH8		target
CDK10		target
CDK12		target
CDK13		target
CDK15		target
CDK16		target
CDK17		target
CDK19		target
CDK2		target
CDK4		target
CDK5		target
CDK5R1		target
CDK5RAP2		target
CDK6		target
CDK7		target
CDK8		target
CDKAL1		target
CDKL5		target
CDKN1B		target
CDKN1C		target
CDKN2A		target
CDKN2B		target
CDKN2D		target
CDO1		target
CDR2		target
CDR2L		target
CDS1		target
CDT1		target
CDV3		target
CDX2		target
CDY2A		target
CEACAM1		target
CEACAM3		target
CEACAM7		target
CEBPB		target
CEBPE		target
CEBPZ		target
CECR2		target
CECR6		target
CELSR1		target
CELSR2		target
CELSR3		target
CEND1		target
CENPB		target
CENPC1		target
CENPE		target
CENPI		target
CENPJ		target
CENPT		target
CENPV		target
CEP110		target
CEP135		target
CEP152		target
CEP164		target
CEP170		target
CEP192		target
CEP250		target
CEP350		target
CEP55		target
CEP57		target
CEP68		target
CEP72		target
CEP76		target
CEP97		target
CETN1		target
CETN2		target
CFDP1		target
CFH		target
CFL1		target
CFL2		target
CFLAR		target
CFTR		target
CGA		target
CGN		target
CHAF1A		target
CHAF1B		target
CHAT		target
CHCHD3		target
CHCHD6		target
CHD1		target
CHD1L		target
CHD2		target
CHD4		target
CHD5		target
CHD6		target
CHD7		target
CHEK1		target
CHERP		target
CHGA		target
CHGB		target
CHI3L1		target
CHI3L2		target
CHM		target
CHMP2A		target
CHMP2B		target
CHMP5		target
CHMP7		target
CHN2		target
CHPF		target
CHRAC1		target
CHRM2		target
CHRNA3		target
CHRNA4		target
CHRNA6		target
CHRNA7		target
CHRNB1		target
CHRND		target
CHRNG		target
CHST10		target
CHST15		target
CHST2		target
CHST6		target
CHST7		target
CHSY1		target
CHSY3		target
CHUK		target
CIAPIN1		target
CIC		target
CIITA		target
CILP2		target
CINP		target
CIR1		target
CIRBP		target
CIT		target
CITED1		target
CIZ1		target
CKAP2		target
CKAP2L		target
CKAP4		target
CKAP5		target
CKB		target
CKM		target
CKMT1B		target
CKS1B		target
CKS2		target
CLASP1		target
CLCC1		target
CLCN1		target
CLCN5		target
CLCN7		target
CLCNKA		target
CLDN1		target
CLDN10		target
CLDN11		target
CLDN12		target
CLDN14		target
CLDN16		target
CLDN18		target
CLDN2		target
CLDN3		target
CLDN4		target
CLDN5		target
CLDN6		target
CLDN7		target
CLDN8		target
CLDN9		target
CLEC16A		target
CLEC1B		target
CLEC7A		target
CLGN		target
CLIC1		target
CLIC2		target
CLIC4		target
CLIC5		target
CLINT1		target
CLIP1		target
CLIP2		target
CLIP4		target
CLK3		target
CLK4		target
CLMN		target
CLN3		target
CLN6		target
CLNK		target
CLNS1A		target
CLOCK		target
CLP1		target
CLPTM1		target
CLPX		target
CLSPN		target
CLTA		target
CLTB		target
CLTC		target
CLTCL1		target
CMA1		target
CMKLR1		target
CMPK1		target
CMTM4		target
CNDP2		target
CNGA1		target
CNGA2		target
CNGB1		target
CNGB3		target
CNKSR2		target
CNKSR3		target
CNN1		target
CNN2		target
CNN3		target
CNNM2		target
CNNM3		target
CNNM4		target
CNOT2		target
CNOT3		target
CNOT6L		target
CNOT8		target
CNP		target
CNPY3		target
CNPY4		target
CNR1		target
CNR2		target
CNTN3		target
CNTN6		target
CNTNAP1		target
COASY		target
COBL		target
COBRA1		target
COG1		target
COG3		target
COG4		target
COG7		target
COIL		target
COL14A1		target
COL16A1		target
COL17A1		target
COL19A1		target
COL1A1		target
COL1A2		target
COL27A1		target
COL3A1		target
COL4A1		target
COL4A2		target
COL4A3		target
COL4A3BP		target
COL5A3		target
COL6A2		target
COL6A6		target
COMT		target
COPB1		target
COPB2		target
COPE		target
COPS3		target
COPS4		target
COPS5		target
COPS6		target
COPS7A		target
COPS8		target
COPZ1		target
CORO1A		target
CORO1B		target
CORO2A		target
CORO7		target
COTL1		target
COX18		target
