id	targets	type
CSF1R_Homo sapiens	1	kinase
CSNK1G1_Homo sapiens	1	kinase
DAPK2_Homo sapiens	1	kinase
DAPK3_Homo sapiens	1	kinase
DDR1_Homo sapiens	1	kinase
DMPK_Homo sapiens	1	kinase
DYRK1B_Homo sapiens	1	kinase
EEF2K_Homo sapiens	1	kinase
EIF2AK1_Homo sapiens	1	kinase
EIF2AK3_Homo sapiens	1	kinase
EPHA2_Homo sapiens	1	kinase
EPHA4_Homo sapiens	1	kinase
EPHA8_Homo sapiens	1	kinase
EPHB1_Homo sapiens	1	kinase
EPHB3_Homo sapiens	1	kinase
EPHB4_Homo sapiens	1	kinase
FCGR3A_Homo sapiens	1	kinase
FLT1_Homo sapiens	1	kinase
CLK2_Homo sapiens	1	kinase
CLK1_Homo sapiens	1	kinase
CDK9_Homo sapiens	1	kinase
CAD_Homo sapiens	1	kinase
ACVR1B_Homo sapiens	1	kinase
ACVR1_Homo sapiens	1	kinase
ALK_Homo sapiens	1	kinase
ARAF_Homo sapiens	1	kinase
AXL_Homo sapiens	1	kinase
BACE2_Homo sapiens	1	kinase
BMPR1B_Homo sapiens	1	kinase
BUB1_Homo sapiens	1	kinase
CCNA2_Homo sapiens	1	kinase
CDK8_Homo sapiens	1	kinase
CCND2_Homo sapiens	1	kinase
CCNE1_Homo sapiens	1	kinase
CDK12_Homo sapiens	1	kinase
CDK16_Homo sapiens	1	kinase
CDK17_Homo sapiens	1	kinase
CDK19_Homo sapiens	1	kinase
CDK20_Homo sapiens	1	kinase
CDK6_Homo sapiens	1	kinase
GRK4_Homo sapiens	1	kinase
GTF2H1_Homo sapiens	1	kinase
HIPK3_Homo sapiens	1	kinase
NTRK1_Homo sapiens	1	kinase
MST1R_Homo sapiens	1	kinase
MYT1_Homo sapiens	1	kinase
NEK2_Homo sapiens	1	kinase
NEK6_Homo sapiens	1	kinase
NEK8_Homo sapiens	1	kinase
NLK_Homo sapiens	1	kinase
NME2_Homo sapiens	1	kinase
NRK_Homo sapiens	1	kinase
NUAK1_Homo sapiens	1	kinase
MNAT1_Homo sapiens	1	kinase
PAK4_Homo sapiens	1	kinase
PASK_Homo sapiens	1	kinase
PDGFRA_Homo sapiens	1	kinase
PDIK1L_Homo sapiens	1	kinase
PDK2_Homo sapiens	1	kinase
PDK3_Homo sapiens	1	kinase
PDK4_Homo sapiens	1	kinase
PHKA1_Homo sapiens	1	kinase
MRE11A_Homo sapiens	1	kinase
MKNK2_Homo sapiens	1	kinase
IKBKE_Homo sapiens	1	kinase
MAP3K6_Homo sapiens	1	kinase
IKBKG_Homo sapiens	1	kinase
IRAK1_Homo sapiens	1	kinase
IRAK4_Homo sapiens	1	kinase
KDR_Homo sapiens	1	kinase
LIMK2_Homo sapiens	1	kinase
MAP3K10_Homo sapiens	1	kinase
MAP3K11_Homo sapiens	1	kinase
MAP3K3_Homo sapiens	1	kinase
MAP3K8_Homo sapiens	1	kinase
MERTK_Homo sapiens	1	kinase
MAP3K9_Homo sapiens	1	kinase
MAPK15_Homo sapiens	1	kinase
MAPK4_Homo sapiens	1	kinase
MAPK6_Homo sapiens	1	kinase
MARK3_Homo sapiens	1	kinase
MARK4_Homo sapiens	1	kinase
MATK_Homo sapiens	1	kinase
MELK_Homo sapiens	1	kinase
ZRANB2_Homo sapiens	1	kinase
-		target
AANAT		target
AATF		target
ABCA1		target
ABL1		target
ACACA		target
ACACB		target
ACCN2		target
ACCN3		target
ACLY		target
ACP1		target
ADAP1		target
ADCY3		target
ADD1		target
ADD2		target
ADD3		target
ADRA1B		target
ADRA2A		target
ADRB2		target
ADRBK1		target
AFAP1		target
AIP		target
AKT1		target
AKT1S1		target
AKT2		target
AKT3		target
ALK		target
ALOX5		target
AMPH		target
ANXA1		target
ANXA2		target
APC		target
APEX1		target
APLP2		target
APP		target
AQP4		target
AR		target
ARHGAP24		target
ARHGEF2		target
ARNT		target
ARPC1B		target
ARPC5		target
ARRB1		target
ARRB2		target
ATF1		target
ATF2		target
ATM		target
ATP2A2		target
ATP2B1		target
ATP2B2		target
ATP2B4		target
ATR		target
ATXN1		target
AURKA		target
AXIN1		target
AXL		target
BACE1		target
BAD		target
BAG2		target
BCAR1		target
BCL2		target
BCL2L11		target
BCR		target
BDKRB2		target
BICD1		target
BID		target
BIRC5		target
BMF		target
BMX		target
BRAF		target
BRCA1		target
BRCA2		target
BTG1		target
BTK		target
BUB1		target
C13orf15		target
C1R		target
C7orf16		target
CABLES1		target
CABP1		target
CABYR		target
CACNA1C		target
CACNB2		target
CACNG2		target
CAD		target
CALD1		target
CALM1		target
CALM2		target
CALM3		target
CAMK1		target
CAMK1D		target
CAMK2A		target
CAMK2B		target
CAMK2D		target
CAMK4		target
CASP1		target
CASP6		target
CASP9		target
CASQ2		target
CASR		target
CAT		target
CAV1		target
CAV2		target
CBL		target
CCDC6		target
CCDC88A		target
CCNB1		target
CCND1		target
CCNE1		target
CCNH		target
CCNL2		target
CCR2		target
CCR5		target
CD163		target
CD19		target
CD28		target
CD33		target
CD3E		target
CD46		target
CD5		target
CD79A		target
CD79B		target
CDC20		target
CDC25A		target
CDC25B		target
CDC25C		target
CDC34		target
CDC37		target
CDC6		target
CDC7		target
CDCP1		target
CDH1		target
CDH5		target
CDK1		target
CDK12		target
CDK16		target
CDK17		target
CDK2		target
CDK3		target
CDK5		target
CDK7		target
CDKN1A		target
CDKN1B		target
CDX2		target
CEACAM1		target
CEBPA		target
CEBPB		target
CENPA		target
CEP55		target
CETN1		target
CFL1		target
CFL2		target
CFTR		target
CHAT		target
CHEK1		target
CHEK2		target
CHUK		target
CIITA		target
CLDN3		target
CLSPN		target
CLTB		target
CNKSR1		target
CNN1		target
CNN3		target
COIL		target
COL4A3		target
CORO1B		target
CREB1		target
CREBBP		target
CREM		target
CRIP2		target
CRK		target
CRTC2		target
CSF1R		target
CSF3R		target
CSK		target
CSNK1E		target
CSNK2A1		target
CSNK2B		target
CTDP1		target
CTLA4		target
CTNNB1		target
CTNND1		target
CTTN		target
CUL5		target
CUX1		target
CYTH1		target
CYTH2		target
DAB1		target
DAB2		target
DAG1		target
DAPK1		target
DAPK2		target
DAPP1		target
DBNL		target
DCLRE1C		target
DCX		target
DDIT3		target
DDR1		target
DDR2		target
DDX5		target
DEF6		target
DES		target
DGKD		target
DGKZ		target
DLC1		target
DLG1		target
DLX3		target
DNAJC5		target
DNM1		target
DOK1		target
DOK2		target
DPYSL2		target
DSP		target
DSTN		target
DUSP1		target
DUSP16		target
DUSP3		target
DUSP6		target
DUT		target
DYRK1A		target
DYRK1B		target
E2F1		target
ECT2		target
EDF1		target
EEA1		target
EEF1A1		target
EEF1B2		target
EEF1D		target
EEF2		target
EEF2K		target
EGFR		target
EGR1		target
EIF2AK2		target
EIF2B5		target
EIF2S1		target
EIF2S2		target
EIF3F		target
EIF4B		target
EIF4E		target
EIF4EBP1		target
EIF4G3		target
EIF5		target
EIF6		target
ELK1		target
ELK3		target
ELMO1		target
EP300		target
EPAS1		target
EPB41		target
EPB49		target
EPHA2		target
EPHA3		target
EPHA4		target
EPHA8		target
EPHB1		target
EPHB2		target
EPHB3		target
EPN1		target
EPOR		target
EPS15		target
ERBB2		target
ERBB3		target
ERF		target
ERH		target
ESR1		target
ETS1		target
ETV1		target
EWSR1		target
EZH2		target
EZR		target
F11R		target
F5		target
FABP4		target
FADD		target
FAF1		target
FANCA		target
FANCD2		target
FANCG		target
FCGR2A		target
FCGR2B		target
FEN1		target
FER		target
FES		target
FGFR1		target
FGFR3		target
FGFR4		target
FGR		target
FHIT		target
FKBP4		target
FLNA		target
FLT1		target
FLT3		target
FOS		target
FOXL2		target
FOXM1		target
FOXO1		target
FOXO3		target
FOXO4		target
FPR1		target
FRS3		target
FSCN1		target
FYB		target
FYN		target
FZR1		target
GAB1		target
GAB2		target
GABRG2		target
GABRR1		target
GAD1		target
GAP43		target
GATA1		target
GATA2		target
GFAP		target
GFPT1		target
GJA1		target
GJA5		target
GJB1		target
GKAP1		target
GMFB		target
GNA13		target
GNA15		target
GNAZ		target
GNMT		target
GOLGA2		target
GORASP2		target
GP1BB		target
GPI		target
GPM6A		target
GPX1		target
GRB10		target
GRB2		target
GRIA1		target
GRIA2		target
GRIA4		target
GRIK2		target
GRIN2A		target
GRIN2B		target
GRK1		target
GRK5		target
GRK6		target
GRLF1		target
GRM1		target
GRM5		target
GSK3A		target
GSK3B		target
GSN		target
GTF2A1		target
GTF2A1L		target
GTF2I		target
GYS1		target
H2AFX		target
H3F3A		target
HABP4		target
HAND1		target
HCK		target
HCLS1		target
HDAC1		target
HDAC2		target
HDAC3		target
HDAC4		target
HDAC5		target
HDAC7		target
HDAC8		target
HES1		target
HES6		target
HGS		target
HIF1A		target
HIRA		target
HIST1H1A		target
HIST3H2A		target
HIST3H3		target
HLA-A		target
HLA-B		target
HMGA1		target
HMGA2		target
HMGCR		target
HMGN1		target
HMGN2		target
HMOX1		target
HMOX2		target
HNF4A		target
HNRNPC		target
HNRNPD		target
HNRNPK		target
HOXB6		target
HOXB7		target
HSF1		target
HSP90AA1		target
HSPB1		target
HSPB8		target
HSPH1		target
HTT		target
ICAM3		target
ID2		target
ID3		target
IER3		target
IFI16		target
IFNAR1		target
IGF1R		target
IGFBP3		target
IKBKB		target
IKBKG		target
IL10RA		target
IL15RA		target
IL16		target
IL2RB		target
IL6ST		target
ILK		target
INCENP		target
INPPL1		target
INSR		target
IRAK1		target
IRS1		target
IRS2		target
ITGA4		target
ITGB1BP1		target
ITGB2		target
ITGB3		target
ITGB7		target
ITK		target
ITPKA		target
ITPR1		target
JAK1		target
JAK2		target
JAK3		target
JDP2		target
JUN		target
JUNB		target
JUP		target
KAT5		target
KCNB1		target
KCNE1		target
KCNH2		target
KCNJ1		target
KCNJ12		target
KCNQ2		target
KDR		target
KHDRBS1		target
KIDINS220		target
KIF11		target
KIF1C		target
KIF20B		target
KIR3DL1		target
KIT		target
KLF1		target
KLF5		target
KRT18		target
KRT8		target
KSR1		target
L1CAM		target
LASP1		target
LAT		target
LATS1		target
LCK		target
LCP1		target
LCP2		target
LEF1		target
LGALS3		target
LIFR		target
LIG1		target
LIG4		target
LIMK1		target
LIMK2		target
LIPE		target
LMNA		target
LMNB1		target
LRP1		target
LRP6		target
LRRC7		target
LSP1		target
LTB4R		target
LYN		target
MAFA		target
MAG		target
MAP2		target
MAP2K1		target
MAP2K2		target
MAP2K4		target
MAP3K11		target
MAP3K14		target
MAP3K3		target
MAP3K5		target
MAP3K6		target
MAP3K7		target
MAP3K8		target
MAP3K9		target
MAP4		target
MAP4K1		target
MAPK1		target
MAPK10		target
MAPK12		target
MAPK13		target
MAPK14		target
MAPK15		target
MAPK3		target
MAPK4		target
MAPK6		target
MAPK8		target
MAPK8IP1		target
MAPK8IP3		target
MAPK9		target
MAPKAPK2		target
MAPKAPK5		target
MAPT		target
MARCKS		target
MARK1		target
MARK4		target
MAX		target
MAZ		target
MBD3		target
MBP		target
MC4R		target
MCL1		target
MCM4		target
MDM2		target
MDM4		target
MED28		target
MEF2A		target
MEF2C		target
MEF2D		target
MEP1B		target
MERTK		target
MET		target
METTL1		target
MIP		target
MITF		target
MKNK1		target
MLLT4		target
MME		target
MPZL1		target
MRE11A		target
MRVI1		target
MS4A1		target
MSN		target
MST1R		target
MTOR		target
MUC1		target
MYB		target
MYBL2		target
MYC		target
MYCN		target
MYF5		target
MYL2		target
MYLK		target
MYO6		target
MYOCD		target
MYOD1		target
MYT1		target
NBN		target
NCF4		target
NCOA1		target
NCOA3		target
NDC80		target
NDE1		target
NDEL1		target
NDRG1		target
NEDD4L		target
NEFH		target
NEK6		target
NEK7		target
NEK8		target
NEK9		target
NES		target
NF2		target
NFATC1		target
NFATC3		target
NFATC4		target
NFE2L2		target
NFKB1		target
NFKB2		target
NFKBIA		target
NFKBIB		target
NFYA		target
NGFR		target
NINL		target
NKX2-5		target
NME1		target
NME2		target
NMT1		target
NOL3		target
NOLC1		target
NOS1		target
NOS3		target
NOTCH2		target
NPM1		target
NR3C1		target
NR4A1		target
NR4A2		target
NR4A3		target
NR5A1		target
NRGN		target
NSFL1C		target
NSUN2		target
NTRK1		target
NTRK2		target
NUDC		target
NUMB		target
NUP210		target
OCLN		target
OPRD1		target
OPRM1		target
ORC1L		target
PA2G4		target
PACS1		target
PAK1		target
PAK2		target
PAK3		target
PAK4		target
PAK7		target
PAM		target
PARVA		target
PASK		target
PAX6		target
PBK		target
PCGF6		target
PDC		target
PDCD6IP		target
PDE3B		target
PDE4B		target
PDE4D		target
PDE5A		target
PDE6G		target
PDGFRA		target
PDGFRB		target
PDHA1		target
PDK1		target
PDPK1		target
PEA15		target
PEBP1		target
PER2		target
PER3		target
PFKFB2		target
PGR		target
PHKA1		target
PHKG1		target
PIAS1		target
PIK3R1		target
PIN4		target
PIP5K1C		target
PKIA		target
PKMYT1		target
PKN1		target
PKN2		target
PKN3		target
PLA2G4A		target
PLCB1		target
PLCB3		target
PLCG1		target
PLCG2		target
PLD1		target
PLD2		target
PLEC1		target
PLIN1		target
PLN		target
PLSCR1		target
PPARA		target
PPARG		target
PPARGC1A		target
PPARGC1B		target
PPP1R12A		target
PPP1R12C		target
PPP1R14A		target
PPP1R1B		target
PPP1R2		target
PPP1R3A		target
PPP1R8		target
PPP1R9B		target
PPP2R5A		target
PRC1		target
PRKAR1A		target
PRKAR2A		target
PRKAR2B		target
PRKCA		target
PRKCB		target
PRKCD		target
PRKCE		target
PRKCI		target
PRKCQ		target
PRKCZ		target
PRKD1		target
PRKD2		target
PRKDC		target
PRKG1		target
PSEN1		target
PSEN2		target
PSMA3		target
PSTPIP1		target
PTBP1		target
PTEN		target
PTGIR		target
PTHLH		target
PTK2		target
PTK2B		target
PTK6		target
PTPN1		target
PTPN11		target
PTPN12		target
PTPN18		target
PTPN2		target
PTPN22		target
PTPN6		target
PTPN7		target
PTPRA		target
PTPRC		target
PTPRF		target
PTPRR		target
PTS		target
PTTG1		target
PXN		target
RAB4A		target
RAB5B		target
RAC1		target
RACGAP1		target
RAD17		target
RAD51		target
RAD52		target
RAD9A		target
RAF1		target
RALBP1		target
RANGAP1		target
RAP1A		target
RAP1B		target
RAP1GAP		target
RAPGEF1		target
RASA1		target
RASGRF1		target
RB1		target
RBBP8		target
RBL1		target
RCAN1		target
RCC1		target
RDX		target
RELA		target
RET		target
RGS10		target
RGS14		target
RGS16		target
RGS19		target
RGS2		target
RGS7		target
RHO		target
RHOA		target
RNF7		target
RPA2		target
RPL10		target
RPLP2		target
RPS6		target
RPS6KA1		target
RPS6KA2		target
RPS6KA3		target
RPS6KA4		target
RPS6KA5		target
RPS6KB1		target
RPS6KB2		target
RRAD		target
RRAS		target
RRM2		target
RUNX1		target
RXRA		target
RYR1		target
RYR2		target
S1PR1		target
SAT1		target
SCAMP1		target
SCAMP3		target
SCNN1G		target
SDC2		target
SDC3		target
SDC4		target
SEPT1		target
SEPT3		target
SF1		target
SF3B1		target
SGK1		target
SGK2		target
SGK3		target
SH2B2		target
SH2B3		target
SH3BP2		target
SH3BP5		target
SHC1		target
SHOX		target
SI		target
SIRPA		target
SLAMF1		target
SLC12A2		target
SLC18A2		target
SLC1A3		target
SLC2A2		target
SLC4A1		target
SLC4A3		target
SLC4A4		target
SLC6A9		target
SLC9A1		target
SLC9A3R1		target
SMAD1		target
SMAD2		target
SMAD3		target
SMAD4		target
SMC1A		target
SNAP23		target
SNAP25		target
SNAPIN		target
SNCA		target
SNCB		target
SNCG		target
SNRK		target
SNTA1		target
SNX26		target
SOS1		target
SP1		target
SPAG1		target
SPIB		target
SPP1		target
SPR		target
SPTAN1		target
SPTBN1		target
SRC		target
SREBF1		target
SRF		target
SSRP1		target
STAM2		target
STAMBP		target
STAP2		target
STAT1		target
STAT2		target
STAT3		target
STAT4		target
STAT5A		target
STAT5B		target
STK10		target
STK11		target
STK25		target
STK3		target
STK38		target
STK39		target
STK4		target
STMN1		target
STMN2		target
STRADA		target
STX1A		target
STXBP1		target
SUB1		target
SYK		target
SYN1		target
SYN2		target
SYNGAP1		target
TAGLN		target
TAL1		target
TAOK3		target
TCAP		target
TCF3		target
TCF7L2		target
TEC		target
TEK		target
TERF1		target
TERT		target
TESK1		target
TGFBR1		target
TGFBR2		target
TH		target
THOC5		target
THOP1		target
TK1		target
TLK1		target
TNF		target
TNFRSF1A		target
TNIK		target
TNK2		target
TNNI3		target
TNNT2		target
TOB1		target
TOM1L1		target
TOP2A		target
TOPBP1		target
TP53		target
TP53BP1		target
TP73		target
TPH1		target
TPM2		target
TPT1		target
TREX1		target
TRIO		target
TRPC3		target
TRPV1		target
TRPV4		target
TRPV6		target
TSC1		target
TSC2		target
TSPY1		target
TSPYL2		target
TUBA4A		target
TUBB		target
TXK		target
TYK2		target
TYROBP		target
UBA1		target
UBE2A		target
UBE2R2		target
UBTF		target
USO1		target
VAMP4		target
VASP		target
VAV1		target
VAV2		target
VCL		target
VDR		target
VIL1		target
VIM		target
VRK1		target
VTN		target
WAS		target
WASF1		target
WASL		target
WEE1		target
WIPF1		target
WRN		target
WT1		target
WWC1		target
WWOX		target
XIAP		target
XPA		target
XRCC1		target
YAP1		target
YBX1		target
YES1		target
YWHAB		target
YWHAQ		target
YWHAZ		target
ZAP70		target
ZFP36		target
ZFYVE20		target
ZNHIT1		target
ZRANB2		target
